# brand	model	width	height	dpi — portrait pixels; generated by gen, do not edit
ANS	UL40	480	800	240
ANTEMPE	D115_EEA	800	1280	160
ANTEMPER	D136_EEA	1200	2000	240
ANXONIT	AnPad_U2	1200	1920	320
Anya	Anya_S558	480	960	220
Anyreal	Note56 Plus	720	1612	320
Anyreal	T2-AR	800	1280	213
anyway-go	Anya_S5U	480	854	200
anyway-go	TP1040	800	1332	160
AOC	A110_E	800	1280	160
AOC	M10c	800	1280	213
AOC	M21	1200	1920	260
AOC	Q10107L-ME	1200	1920	280
AOC	Q10107LW-ME	1200	1920	280
AOC	Q8108L-ME	800	1280	213
Aocwei	X300_EEA	600	1024	160
Aocwei	X300_EEA_T	600	1024	160
Aocwei	X300_T	600	1024	160
Aocwei	X500_EEA	800	1280	160
Aocwei	X500_T_EEA	800	1280	160
Aocwei	X500_US	800	1280	160
Aocwei	X700_EEA	800	1280	180
Aocwei	X800_EEA	1200	2000	240
Aocwei	X800_US	1200	2000	240
Aocwei	X900-US	800	1280	220
Aocwei	X900_EEA	800	1280	210
Aocwei	X900_US	1200	1920	280
AoGo	AoGo1	600	1024	160
AORA	SRK_SERIES	2160	3840	480
AORLYM	P10	800	1280	213
AORLYM	P10 Kid	800	1280	213
AORLYM	P10 Pro	800	1280	213
AORLYM	P11	800	1280	213
AORLYM	P11 Pro	1200	1920	280
AORLYM	P12	1200	2000	280
AORLYM	P12 Power	1600	2400	320
AORLYM	P12 Pro	1200	2000	280
AORLYM	P13	1200	1920	280
AORLYM	P13 Pro	1200	1920	280
AORO	AORO_A25	1080	2408	480
AOSKEY	F11	800	1280	213
AOSKEY	P21	1200	1920	240
AOYODKG	M50	800	1280	160
AOYODKG	M50_EEA	800	1280	160
Apex	A11D	1200	1920	232
Apex	P10HD_Lite	1200	1920	320
Apex	R10D	800	1280	213
Apex	T40PRO_L1	1200	2000	280
Apex	U10	1200	1920	280
Apex	U10PRO	1200	1920	280
Apex	Z12_PRO	1600	2560	320
Apex	Z4PRO	1200	2000	320
Apolosign	DigitalCalendar	1080	1920	240
Apolosign	DigitalSignage	1080	1920	240
Apolosign	DigitalSignageFA2169T	1080	1920	240
Apolosign	DigitalSignageFA2769T	1080	1920	240
Apolosign	DigitalSignageFA2769T4K	2160	3840	480
Apolosign	elcnw tablet	1080	1920	160
Apolosign	EM101A	800	1280	160
Apolosign	EM101C	800	1280	160
Apolosign	EM103A	800	1280	160
Apolosign	EP103B	800	1280	160
Apolosign	EP1095_T	800	1280	213
Apolosign	EP1095T_EEA	800	1280	180
Apolosign	EP1495T	1200	1920	213
Apolosign	K103_A	800	1280	160
Apolosign	K103_B	800	1280	160
Apolosign	K106_A	800	1280	160
Apolosign	K106A	800	1280	160
Apolosign	K109_Pro	800	1280	160
Apolosign	K109A	800	1280	160
Apolosign	K709A	600	1024	160
Apolosign	Packgo	1080	1920	160
Apolosign	PackgoAP2718T	1080	1920	160
Apolosign	PortableTV	2160	3840	480
Apolosign	PortableTVSW3299TFHD	1080	1920	160
Apolosign	WF1589T	1080	1920	160
Apolosign	WF2189T	1080	1920	240
Apolosign	WF2489T	800	1280	160
Apolosign	WF3289T	2160	3840	480
Aprix	Tab1066	800	1280	213
Aprix	Tab_X2	800	1280	160
Aprix	TabX4	800	1280	160
AQHH	A75	800	1280	200
ARATEK	Marshall-5	720	1280	213
ARATEK	Marshall-5S	720	1280	213
ARATEK	Marshall-8	800	1280	160
ARBOR	G47	720	1280	320
ARBOR	GT78-VN	800	1280	240
Archos	101 Magnus	600	1024	160
Archos	101b Oxygen	1200	1920	240
Archos	101b Xenon	800	1280	160
Archos	101c Copper	600	1024	160
Archos	101c Neon	600	1024	160
Archos	101c Platinum	800	1280	160
Archos	101D Neon	600	1024	160
Archos	101e Neon	600	1024	160
Archos	101e neon	600	1024	160
Archos	133 Oxygen	1080	1920	160
Archos	40 Neon	1080	1920	480
Archos	50 Platinum 4G	720	1280	320
Archos	50 Power	720	1280	280
Archos	50 Saphir	720	1280	280
Archos	50e Helium	720	1280	280
Archos	50F Neon	480	854	213
Archos	55 Cobalt Plus	720	1280	320
Archos	55 Helium	720	1280	320
Archos	55 platinum	720	1280	280
Archos	55B Cobalt	720	1280	280
Archos	55b Platinum	720	1280	280
Archos	70 Oxygen	1200	1920	320
Archos	70 platinum	600	1024	160
Archos	70 Xenon Color	600	1024	160
Archos	9.4'' FFF	800	1280	160
Archos	AC101XPro4G	1200	1920	320
Archos	act101hd	800	1280	160
Archos	act101hd3	800	1280	160
Archos	act101hdp	800	1280	186
Archos	act101hdwf	800	1280	180
Archos	alba 10	800	1280	160
Archos	Alba 10	800	1280	160
Archos	ALBA4	480	800	240
Archos	Archos	600	1024	160
Archos	Archos	640	1352	240
Archos	Archos	800	1280	160
Archos	ARCHOS	800	1280	160
Archos	Archos 101 Oxygen 4G	800	1280	160
Archos	Archos 101 Platinum 3G	800	1280	160
Archos	Archos 101b Oxygen	1200	1920	240
Archos	Archos 101b Xenon	800	1280	160
Archos	Archos 156 Oxygen	1080	1920	160
Archos	Archos 97c Platinum	768	1024	160
Archos	Archos Acces 101 3G	600	1024	160
Archos	Archos Access 101 3G V3	600	1024	160
Archos	Archos Access 101 Wifi v2	600	1024	160
Archos	Archos Access 45 4G	480	854	240
Archos	Archos Access 50S 4G	480	960	240
Archos	Archos Access 57 4G	480	960	240
Archos	Archos Access 70 3G	600	1024	160
Archos	Archos Access 70 Wifi	600	1024	213
Archos	Archos Core 101 3G	800	1280	160
Archos	Archos Core 101 3G V4	800	1280	160
Archos	Archos Core 50 4G	720	1280	280
Archos	Archos Core 55S Ultra	640	1280	320
Archos	Archos Core 62S	480	996	240
Archos	Archos Core 70 3G	800	1280	160
Archos	Archos Hello 5	720	1280	240
Archos	Archos Hello 7	800	1280	213
Archos	Archos Oxygen 101S	1200	1920	280
Archos	Archos Oxygen 101S Ardoiz	1200	1920	240
Archos	Archos Oxygen 57	720	1520	320
Archos	Archos Oxygen 63	720	1520	320
Archos	Archos Saphir 50X	720	1280	320
Archos	Archos Sense 101X	800	1280	160
Archos	Archos Sense 50X	1080	1920	480
Archos	ARCHOS T101 4G	800	1280	213
Archos	ARCHOS T101HD 4G	800	1280	200
Archos	Archos T101X 4G	800	1280	160
Archos	ARCHOS T96 3G_EEA	800	1280	210
Archos	ARCHOS T96 WIFI_EEA	800	1280	210
Archos	AT101FHD2WF_EEA	1200	1920	240
Archos	AWACT80HDWF_EEA	800	1280	160
Archos	Diamond S	720	1280	280
Archos	SPAC101SOXUL_EEA	1200	1920	280
Archos	SPACT101FHD4G	1200	1920	320
Archos	SPACT101HD24G_EEA	800	1280	160
Archos	SPACT105FHD4G_EEA	1200	1920	240
Archos	SPACT105FHDWFUL_EEA	1200	1920	240
Archos	SPACT110FHD4GULTRA_EEA	1200	1920	280
Archos	SPAT101FHDW_EEA	1200	1920	300
Archos	SPAZA101SOXUL_EEA	1200	1920	280
Archos	X18_Ultra	1200	2000	280
Archos	X67 5G	1080	2400	480
Arirang	ATPA801_1	800	1280	213
Arival	BioniQP116	1200	1920	280
Ark	Benefit_M9	720	1440	320
Arknikko	MemoPad_T3	800	1280	213
Arknikko	Memopad_T4	800	1280	160
Arknikko	SophPad_X11	600	1024	160
Arknikko	SophPad_X22	600	1024	160
ARMADILOS	Listo22	600	1024	220
Aroot	AM-F2000N	480	800	200
Artel	Artel Air	720	1600	320
Artel	Artel Quadro	720	1560	320
Artel	Artel Quadro Pro	720	1560	320
Artel	Artel Tesla	1080	2340	480
Artel	Artel Tomchi	480	854	240
Artel	Artel U5	720	1440	320
Artel	Artel_Premium	720	1560	320
Artel	Artel_T10	1080	2340	480
Artel	GAP YOQ	480	960	240
Artel	GAPYOQ	480	960	240
Artel	U3 4G	480	960	240
Artia	Artia SP545C	480	960	200
ARTRAN	ARTRAN _EI101F	1200	1920	240
ARTRAN	AZ101F	1200	1920	240
ARTRAN	IB101F_Pro	1200	1920	280
ARTRAN	IB119Q	1200	2000	240
ARTRAN	IB868H	800	1340	180
ARTRAN	IB868H_A	800	1340	200
ARTRAN	LI109Q	1200	2000	240
AS_ELECTRONICS	AS1	720	1612	280
Asanzo	S6	600	1280	240
Ascom	Ascom Myco 3	1080	1920	480
Ascom	Ascom Myco 4	1080	2160	440
ascon	AT14	1200	1920	320
Ashtel	RAVOZ Z5 Lite	720	1560	320
Ashtel	RAVOZ_Z5	720	1560	320
Aspera	A45	480	960	240
Aspera	AS-10	720	1600	320
Aspera	AS5	480	854	200
Aspera	AS57	480	960	200
Aspera	AS6	480	960	240
Aspera	AS7	720	1600	320
Aspera	AS8	720	1560	280
Aspera	AS9	720	1600	320
Aspera	ASPERA R9	720	1440	320
Aspera	Aspera_Nitro	480	960	200
Aspera	ASPERA_R10	720	1600	240
Aspera	Breeze	720	1612	280
Aspera	Buzz	480	854	200
Aspera	e-Chat	576	1152	220
Aspera	GEM	720	1440	320
Aspera	Halo	720	1640	280
Aspera	Jazz_2	480	960	240
Aspera	Nitro2	720	1612	320
ASTECH	Astech NEO	720	1600	280
ASTECH	Astech S7	720	1612	280
ASTECH	Astech S7 pro	720	1612	280
ASTECH	Astech_IRIS	720	1612	280
ASTECH	Astech_S8	720	1600	280
ASTECH	Astech_S9	720	1612	280
ASTON	Hyper_Max_Power	800	1280	160
ASTREX	VegaPro	800	1280	240
ASTREX	Victory	800	1280	160
ASTREX	VictoryPro	800	1280	160
Astro mobile	Smart _A1_Plus	480	960	200
Astro_Tab	DCG-P10	800	1280	160
Astrom	AST707G	600	1024	213
Asus	ASUS Live (G500TG)	720	1280	320
Asus	ASUS Pad	1840	2800	320
Asus	ASUSPRO Tablet (M700KL)	800	1280	213
Asus	Commercial tablet 10" (M1000M)	800	1280	160
Asus	Eee Pad Transformer Prime	752	1280	160
Asus	Fonepad 7 (FE170CG)	600	1024	160
Asus	Fonepad 7 (FE171CG)	600	1024	160
Asus	Fonepad 7 (FE375CG)	800	1280	213
Asus	Fonepad 7 (FE375CXG)	800	1280	213
Asus	Fonepad 7 (FE375CXG)	1080	1920	480
Asus	Fonepad 7 (ME175CG)	800	1280	213
Asus	Fonepad 7 (ME372CG)	800	1280	213
Asus	Fonepad 7 LTE (FE375CL)	800	1280	213
Asus	Fonepad 7 LTE (ME372CL)	800	1280	213
Asus	Fonepad 8 (FE380CG)	800	1280	213
Asus	Fonepad 8 (FE380CXG)	800	1280	213
Asus	Fonepad ME371MG	800	1216	213
Asus	MeMO PAD	600	976	160
Asus	MeMO Pad (ME103K)	800	1280	160
Asus	MeMO Pad 10 (ME102A)	800	1280	160
Asus	MeMo Pad 10 (ME302C)	1200	1920	240
Asus	MeMO Pad 7 (ME170C)	600	1024	160
Asus	MeMO Pad 7 (ME171C)	600	1024	160
Asus	MeMO Pad 7 (ME176C)	800	1280	213
Asus	MeMO Pad 7 (ME176CX)	800	1280	213
Asus	MeMO Pad 7 (ME572C)	1200	1920	320
Asus	MeMO Pad 7 (ME70C)	600	1024	160
Asus	MeMO Pad 7 LTE (ME375CL)	800	1280	213
Asus	MeMO Pad 7 LTE (ME572CL)	1200	1920	320
Asus	MeMO Pad 8 (AST21)	1200	1920	320
Asus	MeMO Pad 8 (ME181C)	800	1280	213
Asus	MeMO Pad 8 (ME181CX)	800	1280	213
Asus	MeMO Pad 8 (ME581C)	1200	1920	320
Asus	MeMO Pad 8 (ME581CL)	1200	1920	320
Asus	MeMO Pad FHD 10 (ME302KL)	1200	1920	240
Asus	MeMO Pad HD 7 (ME173X)	800	1280	213
Asus	MeMO Pad HD 8 (ME180A)	800	1280	213
Asus	MeMO Pad Smart 10	800	1280	160
Asus	Nexus 7 (2012)	800	1280	213
Asus	Nexus 7 (2013)	1200	1920	320
Asus	PadFone S (PF500KL)	1080	1920	480
Asus	PadFone X (A91)	1080	1920	480
Asus	ROG Phone	1080	2160	420
Asus	ROG Phone 3	1080	2340	420
Asus	ROG Phone 5 series	1080	2448	420
Asus	ROG Phone 6 series	1080	2448	420
Asus	ROG Phone 6D Ultimate	1080	2448	420
Asus	ROG Phone 7 series	1080	2448	420
Asus	ROG Phone 9 Pro	1080	2400	420
Asus	ROG Phone II	900	1600	240
Asus	Smartphone for Snapdragon Insiders	1080	2448	420
Asus	TF700T	1200	1920	240
Asus	The new PadFone Infinity (A86)	1080	1920	480
Asus	Transformer AiO P1801	1080	1920	160
Asus	Transformer Book Trio	1080	1920	240
Asus	Transformer Pad	800	1280	160
Asus	Transformer Pad (TF103C)	800	1280	160
Asus	Transformer Pad (TF103CE)	800	1280	160
Asus	Transformer Pad (TF103CG)	800	1280	160
Asus	Transformer Pad (TF303CL)	1200	1920	240
Asus	Transformer Pad (TF303K)	1200	1920	240
Asus	Transformer Pad Infinity (TF701T)	1600	2560	320
Asus	Transformer Pad TF300TG	800	1280	160
Asus	TX201LAF	1080	1920	240
Asus	Zenfone 10	1080	2400	440
Asus	Zenfone 11 Ultra	1080	2400	420
Asus	ZenFone 2 (ZE500CL)	720	1280	320
Asus	ZenFone 2 (ZE550ML)	720	1280	320
Asus	ZenFone 2 (ZE551ML)	1080	1920	480
Asus	ZenFone 2 Laser (ZE500KG)	720	1280	320
Asus	ZenFone 2 Laser (ZE500KL)	720	1280	320
Asus	ZenFone 2 Laser (ZE550KL)	720	1280	320
Asus	ZenFone 2 Laser (ZE551KL)	1080	1920	480
Asus	ZenFone 2 Laser (ZE600KL)	720	1280	320
Asus	ZenFone 2 Laser (ZE601KL)	1080	1920	480
Asus	ZenFone 3 (ZE520KL)	1080	1920	480
Asus	ZenFone 3 (ZE552KL)	1080	1920	480
Asus	ZenFone 3 Deluxe (ZS550KL)	1080	1920	480
Asus	ZenFone 3 Deluxe (ZS570KL)	1080	1920	480
Asus	ZenFone 3 Laser (ZC551KL)	1080	1920	480
Asus	ZenFone 3 Max (ZC520TL)	720	1280	320
Asus	ZenFone 3 Max (ZC553KL)	1080	1920	480
Asus	ZenFone 3 Ultra (ZU680KL)	1080	1920	360
Asus	ZenFone 3 Zoom (ZE553KL)	1080	1920	480
Asus	ZenFone 3s Max (ZC521TL)	720	1280	320
Asus	ZenFone 4 (A400CG)	480	800	240
Asus	ZenFone 4 (A450CG)	1080	1920	480
Asus	ZenFone 4 (ZE554KL)	1080	1920	480
Asus	ZenFone 4 Max (ZC520KL)	720	1280	320
Asus	ZenFone 4 Max (ZC554KL)	720	1280	320
Asus	ZenFone 4 Pro (ZS551KL)	1080	1920	480
Asus	ZenFone 4 Selfie (ZD553KL)	720	1280	320
Asus	ZenFone 4 Selfie Lite (ZB520KL)	720	1280	320
Asus	ZenFone 4 Selfie Pro (ZD552KL)	1080	1920	480
Asus	ZenFone 5	720	1280	320
Asus	ZenFone 5 (A500CG)	720	1280	320
Asus	ZenFone 5 (ZE620KL)	1080	2246	480
Asus	ZenFone 5 Lite (ZC600KL)	1080	2160	480
Asus	ZenFone 5 LTE (A500KL)	720	1280	320
Asus	ZenFone 5Z (ZS620KL) (WW) / 5Z (ZS621KL) (IN)	1080	2246	420
Asus	ZenFone 6 (A600CG)	720	1280	320
Asus	ZenFone 6 (A601CG)	720	1280	320
Asus	ZenFone 6 (ZS630KL) (WW) / 6Z (ZS630KL) (IN)	1080	2340	420
Asus	ZenFone 7 / 7 Pro (ZS670KS/ZS671KS)	1080	2400	420
Asus	Zenfone 8	1080	2400	440
Asus	Zenfone 8 Flip	1080	2400	420
Asus	Zenfone 9	1080	2400	440
Asus	ZenFone AR	1440	2560	560
Asus	ZenFone AR (ZS571KL)	1440	2560	560
Asus	ZenFone Go (ZB450KL)	480	854	240
Asus	ZenFone Go (ZB452KG)	480	854	240
Asus	ZenFone Go (ZB500KG)	480	854	240
Asus	ZenFone Go (ZB500KL)	720	1280	320
Asus	ZenFone Go (ZB551KL)	720	1280	320
Asus	ZenFone Go (ZB552KL)	720	1280	320
Asus	ZenFone Go (ZB690KG)	600	1024	160
Asus	ZenFone Go (ZC451TG)	480	854	240
Asus	ZenFone Go (ZC500TG)	720	1280	320
Asus	ZenFone Lite L1 (G553KL)	720	1440	320
Asus	ZenFone Lite L1 (ZA551KL) / ZenFone Live L1/L2 (ZA550KL)	720	1440	320
Asus	ZenFone Live (ZB501KL)	720	1280	320
Asus	ZenFone Live L1 (G552KL)	720	1440	320
Asus	ZenFone Live L1 (ZA550KL)	720	1440	320
Asus	ZenFone Live Plus (ZB553KL)	720	1280	320
Asus	ZenFone Max (ZC550KL)	720	1280	320
Asus	ZenFone Max M1 (ZB556KL) / ZenFone Max M1/M2/M3 (ZB555KL)	720	1440	320
Asus	ZenFone Max M2 (ZB633KL) (WW) / Max M2 (ZB632KL) (IN)	720	1520	320
Asus	ZenFone Max Plus M1 (ZB570TL)	720	1440	320
Asus	ZenFone Max Plus M1 (ZB570TL)	1080	2160	480
Asus	ZenFone Max Plus M2 (ZB634KL)	1080	2280	480
Asus	ZenFone Max Pro M1 (ZB602KL) (WW) / Max Pro M1 (ZB601KL) (IN)	1080	2160	480
Asus	ZenFone Max Pro M2 (ZB631KL) (WW) / Max Pro M2 (ZB630KL) (IN)	1080	2280	480
Asus	ZenFone Max Shot (ZB634KL)	1080	2280	480
Asus	ZenFone Selfie (ZD551KL)	1080	1920	480
Asus	ZenFone V	1080	1920	420
Asus	ZenFone V Live	720	1280	320
Asus	ZenFone Zoom (ZX551ML)	1080	1920	480
Asus	ZenPad 10 (Z300C)	800	1280	160
Asus	ZenPad 10 (Z300CG)	800	1280	160
Asus	ZenPad 10 (Z300CL)	800	1280	160
Asus	ZenPad 10 (Z300M)	800	1280	160
Asus	ZenPad 10 (Z301M)	800	1280	160
Asus	ZenPad 10 (Z301MF)	1200	1920	240
Asus	ZenPad 10 (Z301MFL)	1200	1920	240
Asus	ZenPad 10 (Z301ML)	800	1280	160
Asus	ZenPad 3 8.0 (Z581KL)	1536	2048	320
Asus	ZenPad 3S 10 (Z500M)	1536	2048	320
Asus	ZenPad 3S 10 LTE (Z500KL)	1536	2048	320
Asus	ZenPad 7.0 (Z370C)	800	1280	213
Asus	ZenPad 7.0 (Z370CG)	800	1280	213
Asus	ZenPad 7.0 (Z370KL)	800	1280	213
Asus	Zenpad 8.0 (Z380C)	800	1280	213
Asus	ZenPad 8.0 (Z380KL)	800	1280	213
Asus	ZenPad 8.0 (Z380M)	800	1280	213
Asus	ZenPad C 7.0	600	1024	160
Asus	ZenPad C 7.0 (Z170C)	600	1024	160
Asus	ZenPad C 7.0 (Z170CG)	600	1024	160
Asus	ZenPad C 7.0 (Z170MG)	600	1024	160
Asus	ZenPad S 8.0 (Z580C)	1536	2048	320
Asus	ZenPad S 8.0 (Z580CA)	1536	2048	320
Asus	ZenPad Z10	1536	2048	320
Asus	ZenPad Z8	1536	2048	360
Asus	ZenPad Z8s	1536	2048	360
Asus	飛馬 5000 (T551TLC)	1080	1920	480
Asus	飛馬2 Plus (T550KLC)	1080	1920	480
AT&T	9020A	800	1280	213
AT&T	AT&T Calypso® 4	720	1560	300
AT&T	AT&T Maestro™ Plus	720	1520	320
AT&T	AT&T Motivate® Pro 2 5G	720	1600	260
AT&T	AT&T Motivate® Pro 5G	720	1600	260
AT&T	AT&T Motivate™ 2	720	1600	280
AT&T	AT&T Propel™ 5G	720	1612	280
AT&T	AT&T RADIANT™ Max 5G	720	1640	280
AT&T	AT&T Trek™	1080	2408	480
AT&T	AT&T Verge™	720	1600	260
AT&T	AT&T Vista™	720	1440	280
AT&T	Pelican	720	1640	280
AT&T	QS5509A	480	854	240
AT&T	SN333A	720	1640	260
AT&T	U202AA	480	960	213
AT&T	U304AA	480	960	213
AT&T	U318AA	480	960	213
AT&T	U319AA	720	1440	300
AT&T	U626AA	720	1600	280
AT&T	U705AA	720	1600	300
ATEAM	A1010	800	1280	213
ATEAM	A801	800	1280	213
ATEC	APD3	1200	2000	320
ATEC	ATEC GRANDE	2160	3840	420
ATEC	ATEC_GRANDE	2160	3840	420
AthenaStellar	MAT80211	800	1280	213
Athesi	AP5501	720	1440	320
Athesi	AP5701	720	1520	320
Athesi	AP5801	1080	2280	480
Athesi	AT-E8T	800	1280	320
Athesi	Athesi AP5702	720	1440	320
Athesi	Athesi AP5706	720	1440	320
Athesi	Athesi professional AP5705S	720	1440	320
Athesi	E55	720	1440	320
Athesi	E65	720	1600	320
Athesi	RT4500_EEA	480	854	240
ATID	AT908	720	1612	320
ATILIM UNIVERSITY	ATILIM_mPAD07	1072	1448	240
ATM (Brazil)	IT-1001A	800	1280	213
ATM (Brazil)	R5	720	1560	320
ATM (Brazil)	R5_Pro	720	1600	320
ATM (Brazil)	X50u	1080	2460	480
ATMPC	A9_EEA	800	1280	160
ATMPC	IT-701A	600	1024	160
ATMPC	IT-801B	800	1280	160
ATMPC	IT-801BA1_EEA	800	1280	213
ATMPC	IT-801BA3_EEA	800	1280	160
ATMPC	IT-801BA5_EEA	800	1280	195
ATMPC	IT-801BA6	800	1280	213
ATMPC	IT_1001A2_EEA	800	1280	160
ATMPC	IT_701A	600	1024	160
ATMPC	IT_701A1	600	1024	160
ATMPC	IT_801B	800	1280	160
ATMPC	IT_801BA4_EEA	800	1280	160
ATOL	Smart.Slim Plus	480	800	240
ATOL	Smart_Prime	480	800	240
ATOTO	X10	720	1280	160
Atozee	A30MAX	1200	2000	280
Atozee	AT10K	800	1280	160
Atozee	AT11K	800	1280	213
Atozee	AT12K	800	1280	213
Atozee	AT70K	600	1024	160
Atozee	AT71K	600	1024	160
Atozee	AT81K	800	1280	180
Atozee	CP10_Pro	800	1280	160
Atozee	CP10S	800	1280	160
Atozee	CP20_GOLD	800	1280	160
Atozee	CP20_MAX	800	1280	160
Atozee	CP20_PRO	800	1280	213
Atozee	CP20S	800	1280	213
Atozee	CP30	800	1280	213
Atozee	CP31	800	1280	213
Atozee	CP80	800	1280	213
Atozee	CP80KS	800	1280	213
Atozee	CP81	800	1280	213
Atozee	NV10S	800	1280	160
Atozee	P12	800	1280	180
Atozee	P70W	800	1280	213
Atozee	P80W	1200	2000	280
Atozee	P81M	1200	2000	213
Atozee	P81W	1200	2000	240
Atozee	Q2S	600	1024	160
Atozee	Q2S_Pro	600	1024	160
Atozee	Q2SK	600	1024	160
Atozee	T30MAX	1200	2000	280
Atozee	T30MAX_EEA	1200	2000	280
Atozee	YQ10S_Gold	800	1280	160
Atozee	YQ10S_MAX	800	1280	213
Atozee	YQ10SK	800	1280	160
Atozee	ZB10S	800	1280	160
Atozee	ZB11S	800	1280	160
Attila	S25	720	1640	320
ATVIO	100011886BK	800	1280	213
ATVIO	ATVIO	600	1024	160
ATVIO	MID1032	800	1280	160
Auchan	Q4T10IN	800	1280	160
Auchan	Q7T10INP	1200	1920	213
Auchan	Q8S55IN4G2	1080	1920	480
Auchan	Q8S6IN4G	1080	1920	480
Auchan	S3T10IN	600	1024	160
Auchan	S5S5IN4G	1080	1920	480
Auchan	SP19504	480	960	240
Auchan	ST19101	600	1024	160
Audi AG	RSE-III	800	1280	160
Audi AG	SDIS1	1200	1920	240
AUPO	AUPO_Zeus_10_Pro	800	1280	213
Aura	DemoPad	1080	1920	240
AURZEN	TB-AS100A	800	1280	213
AURZEN	TB-AS110A	1200	2000	240
AUZMAI	V60	720	1560	320
AVA(USA)	AVA-RM-RX1-EU	480	1170	240
AVA(USA)	AVA-RM-RX2-US	540	1080	260
AVACOM	AVT015	800	1280	160
AVACOM	AVT016	1200	1920	280
Avaya	Vantage	800	1280	213
AVH San Luis S.A.	Excer 10PRO	800	1280	213
AvidPad	A30	1200	1920	280
AvidPad	A30PRO	1200	1920	213
AvidPad	A60	800	1280	213
AvidPad	A90PRO	1200	2000	280
AvidPad	A90S-1	1200	1920	240
AvidPad	S30	800	1340	240
AvidPad	S30Pro	800	1340	213
AvidPad	S60	1200	2000	284
AvidPad	S80	1200	1920	280
Avion	Avion A10	720	1440	320
AVITA	T101	1200	1920	320
AVOCOR	AVT-U_Series	2160	3840	480
AVOCOR	Commercial_Display	2160	3840	480
Avtek	TS 8 Lite G	2160	3840	480
Avtek	TS_8_1_Mate_G	2160	3840	480
Avvio	Avvio 4GO	480	800	240
AWOW	AWOW_CreaPad_1001	1200	1920	240
AWOW	AWOW_CreaPad_1003	1200	1920	240
AWOW	CQA1019_EEA	800	1280	160
AWOW	CreaPad_1005_EEA	1200	1920	240
AWOW	CreaPad_1009	1200	1920	240
AWOW	CreaPad_1009_EEA	1200	1920	240
AWOW	CreaPad_1009S	1200	1920	320
AWOW	Funtab_1001	800	1280	213
AWOW	Funtab_1001_EEA	800	1280	213
AWOW	Funtab_1003_EEA	800	1280	160
AWOW	Funtab_1003_US	800	1280	160
AWOW	Funtab_1005_EEA	800	1280	160
AWOW	MID-789A100-EEA	600	1024	160
AWOW	MID_1085_EEA	600	1024	160
AWOW	MID_1089IPS_EEA	800	1280	213
AWOW	P11_EEA	800	1280	160
AWOW	P12_EEA	800	1280	160
AWOW	UTBook	800	1280	160
AWOW	UTBook_14	800	1280	160
AWOW	UTBook_15	800	1280	160
AWOW	UTBook_15_EEA	800	1280	160
AWOW	UTBook_16_US	800	1280	180
AWOW	UTBook_EEA	800	1280	160
AX-META	AX_META_Tab_7	600	1024	180
AXEL	AX_PRO	800	1280	160
AXION	SBAA1011	720	1280	160
Axioo	PICOpad-7H	800	1280	240
Axioo	PICOpad_7H_JL	800	1280	213
Axioo	PICOpad_7H_R8	800	1280	160
AXON	Axon Radiance 1	720	1612	320
AXON	Evolution	800	1280	213
AXPRO	AX09	1080	2160	480
Axzy	Axzy_Pad	1200	1920	280
Axzy	Axzy_Pad_Pro	1200	2000	280
Ayat	Ayat_101	800	1280	213
AYYA	Ayat101	800	1280	180
AYYA	T1	720	1600	320
Azeyou	AT1002J	800	1280	213
Azeyou	AT1011E	800	1280	213
Azeyou	AT1011U	800	1280	213
Azeyou	AT1012E	800	1280	213
Azeyou	AT1012U	800	1280	213
Azeyou	AT1014	800	1280	213
Azeyou	AT1016BBK	800	1280	160
Azeyou	AT1016E	800	1280	160
Azeyou	AT1016U	800	1280	160
Azeyou	AT1101	1200	1920	280
Azeyou	AT1202J	1200	2000	280
Azeyou	F8U	800	1340	213
Azeyou	K10U	800	1280	160
Azeyou	M17QF27A	1200	2000	280
Azeyou	M17T11_US	1200	1920	280
AZOM TECH	Desert2	1080	2310	480
AZOM TECH	River1	1080	2400	480
AZPEN	A1080	800	1280	160
AZPEN	A1080G	800	1280	213
AZPEN	A1083	1200	2000	240
AZPEN	A780G	600	1024	160
AZPEN	A780G1	600	1024	160
AZPEN	C-603	800	1280	213
AZPEN	G800	800	1280	213
Azumi	A4	480	800	240
Azumi	A4_B	480	800	240
Azumi	A4PLUS_AC11	480	800	240
Azumi	A5_P1	480	854	240
Azumi	Azumi V4	480	800	240
Azumi	Azumi_M5_P	540	960	260
Azumi	AZUMI_V5_AC01	480	854	240
Azumi	Azumi_V5PLUS_AC24	480	960	240
Azumi	IRO A5Q	480	854	240
Azumi	NOBU_A55_PRO	442	960	213
Azumi	Speed 5	480	854	240
Azumi	V5	480	854	240
Azumi	V5+	480	960	240
Azumi	V51	480	800	240
Azumi	V55_AC04	480	960	240
Azumi	V5_AC25B	480	854	240
AZZA	XXW82B	2160	3840	480
Babal	1008	720	1440	240
BAIWOYER	E10	800	1280	213
BAKEN	M10	800	1280	160
BALMUDA	BALMUDA Phone	1080	1920	450
BAMtelecoms	T3	720	1604	264
Barnes and Noble	BNTV460	600	1024	160
Barnes and Noble	BNTV650	1200	1920	240
Barnes and Noble	Nook Tablet 7”	600	1024	160
BARTEC	BARTEC SP9EX1 Smartphone	1080	2340	480
BARTEC	Pixavi Phone	1080	1920	480
BASICS	BT1025SS	1200	1920	240
BASICS	BT1124FW	1200	1920	213
BASICS	BT1226SS	1200	2000	320
